5;0.00;3116
5;0.00;3200
5;0.00;3196
5;0.00;3200
5;0.00;3256
5;0.00;3200
5;0.00;3244
5;0.00;3084
5;0.00;3188
5;0.00;3204
5;0.00;3180
5;0.00;3152
5;0.01;3188
5;0.00;3180
5;0.00;3120
5;0.00;3164
130;0.00;3076
130;0.00;3032
130;0.00;3084
130;0.00;3168
130;0.00;3216
130;0.00;3260
130;0.00;3228
130;0.00;3180
130;0.00;3208
130;0.00;3192
130;0.00;3188
130;0.00;3256
130;0.00;3176
130;0.00;3220
130;0.00;3152
130;0.00;3192
255;0.00;3228
255;0.00;3096
255;0.00;3036
255;0.00;3232
255;0.00;3088
255;0.00;3180
255;0.00;3164
255;0.00;3180
255;0.00;3096
255;0.00;3184
255;0.00;3180
255;0.00;3192
255;0.00;3132
255;0.00;3268
255;0.00;3096
255;0.00;3228
380;0.00;3184
380;0.00;3192
380;0.00;3208
380;0.00;3192
380;0.00;3244
380;0.00;3216
380;0.00;3224
380;0.00;3224
380;0.00;3052
380;0.00;3208
380;0.00;3104
380;0.00;3104
380;0.00;3192
380;0.00;3192
380;0.00;3240
380;0.00;3048
505;0.00;3200
505;0.00;3192
505;0.00;3216
505;0.00;3180
505;0.00;3180
505;0.00;3232
505;0.00;3104
505;0.00;3232
505;0.00;3232
505;0.00;3228
505;0.00;3196
505;0.00;3208
505;0.00;3248
505;0.00;3204
505;0.00;3096
505;0.00;3232
630;0.00;3220
630;0.00;3256
630;0.00;3156
630;0.00;3108
630;0.00;3188
630;0.00;3220
630;0.00;3220
630;0.00;3236
630;0.00;3232
630;0.00;3188
630;0.00;3292
630;0.00;3120
630;0.00;3240
630;0.00;3156
630;0.00;3292
630;0.00;3120
755;0.00;3252
755;0.00;3244
755;0.00;3268
755;0.00;3212
755;0.00;3232
755;0.00;3132
755;0.00;3232
755;0.00;3300
755;0.00;3072
755;0.00;3244
755;0.00;3072
755;0.00;3260
755;0.00;3228
755;0.00;3244
755;0.00;3228
755;0.00;3300
880;0.00;3136
880;0.00;3136
880;0.00;3292
880;0.00;3296
880;0.00;3252
880;0.00;3084
880;0.00;3308
880;0.00;3176
880;0.00;3216
880;0.00;3220
880;0.00;3240
880;0.00;3308
880;0.00;3132
880;0.00;3272
880;0.00;3304
880;0.00;3268
1005;0.00;3244
1005;0.00;3228
1005;0.00;3144
1005;0.00;3088
1005;0.00;3244
1005;0.00;3240
1005;0.00;3180
1005;0.00;3144
1005;0.00;3132
1005;0.00;3228
1005;0.00;3228
1005;0.00;3144
1005;0.00;3248
1005;0.00;3244
1005;0.00;3176
1005;0.00;3276
1130;0.00;3276
1130;0.00;3184
1130;0.00;3096
1130;0.00;3276
1130;0.00;3252
1130;0.00;3220
1130;0.00;3096
1130;0.00;3272
1130;0.00;3220
1130;0.00;3096
1130;0.00;3252
1130;0.00;3240
1130;0.00;3268
1130;0.00;3248
1130;0.00;3232
1130;0.00;3256
1255;0.00;3276
1255;0.00;3104
1255;0.00;3260
1255;0.00;3276
1255;0.00;3280
1255;0.00;3320
1255;0.00;3296
1255;0.00;3152
1255;0.00;3316
1255;0.00;3196
1255;0.00;3148
1255;0.00;3248
1255;0.00;3280
1255;0.00;3224
1255;0.00;3260
1255;0.00;3292
1380;0.00;3304
1380;0.00;3252
1380;0.00;3340
1380;0.00;3168
1380;0.00;3252
1380;0.00;3272
1380;0.00;3292
1380;0.00;3288
1380;0.00;3268
1380;0.00;3252
1380;0.00;3248
1380;0.00;3328
1380;0.00;3204
1380;0.00;3308
1380;0.00;3328
1380;0.00;3108
1505;0.00;3248
1505;0.00;3276
1505;0.00;3256
1505;0.00;3312
1505;0.00;3260
1505;0.00;3304
1505;0.00;3176
1505;0.00;3296
1505;0.01;3348
1505;0.00;3244
1505;0.00;3120
1505;0.00;3280
1505;0.00;3264
1505;0.01;3276
1505;0.00;3276
1505;0.00;3332
1630;0.01;3304
1630;0.00;3220
1630;0.00;3284
1630;0.00;3180
1630;0.00;3344
1630;0.00;3276
1630;0.00;3128
1630;0.00;3352
1630;0.00;3312
1630;0.00;3304
1630;0.00;3128
1630;0.00;3348
1630;0.00;3268
1630;0.00;3300
1630;0.00;3356
1630;0.00;3272
1755;0.00;3288
1755;0.00;3276
1755;0.00;3280
1755;0.00;3352
1755;0.00;3180
1755;0.00;3316
1755;0.00;3228
1755;0.00;3136
1755;0.00;3312
1755;0.00;3256
1755;0.00;3316
1755;0.01;3136
1755;0.00;3276
1755;0.00;3296
1755;0.00;3280
1755;0.00;3192
1880;0.00;3268
1880;0.01;3320
1880;0.00;3300
1880;0.01;3264
1880;0.00;3304
1880;0.00;3324
1880;0.00;3300
1880;0.00;3332
1880;0.00;3360
1880;0.01;3148
1880;0.01;3316
1880;0.00;3264
1880;0.00;3320
1880;0.00;3284
1880;0.01;3320
1880;0.00;3188
2005;0.00;3296
2005;0.00;3244
2005;0.00;3368
2005;0.01;3332
2005;0.01;3312
2005;0.00;3292
2005;0.01;3272
2005;0.00;3292
2005;0.00;3288
2005;0.00;3332
2005;0.00;3296
2005;0.00;3372
2005;0.00;3332
2005;0.01;3196
2005;0.00;3292
2005;0.00;3328
2130;0.00;3344
2130;0.00;3216
2130;0.00;3332
2130;0.00;3296
2130;0.00;3344
2130;0.00;3160
2130;0.00;3204
2130;0.00;3300
2130;0.00;3340
2130;0.00;3320
2130;0.00;3284
2130;0.00;3340
2130;0.00;3252
2130;0.00;3340
2130;0.00;3248
2130;0.01;3156
2255;0.01;3392
2255;0.00;3260
2255;0.00;3256
2255;0.00;3320
2255;0.00;3396
2255;0.00;3348
2255;0.00;3360
2255;0.00;3328
2255;0.00;3304
2255;0.00;3224
2255;0.00;3344
2255;0.00;3384
2255;0.00;3212
2255;0.00;3352
2255;0.00;3324
2255;0.01;3396
2380;0.00;3268
2380;0.00;3320
2380;0.00;3392
2380;0.00;3404
2380;0.00;3332
2380;0.01;3368
2380;0.00;3352
2380;0.00;3268
2380;0.00;3356
2380;0.01;3232
2380;0.00;3316
2380;0.00;3264
2380;0.00;3404
2380;0.01;3316
2380;0.00;3368
2380;0.01;3176
2505;0.00;3364
2505;0.00;3376
2505;0.00;3228
2505;0.00;3344
2505;0.01;3276
2505;0.00;3240
2505;0.01;3308
2505;0.00;3244
2505;0.00;3312
2505;0.00;3328
2505;0.00;3240
2505;0.00;3276
2505;0.01;3320
2505;0.00;3340
2505;0.01;3400
2505;0.00;3364
2630;0.01;3288
2630;0.01;3352
2630;0.01;3316
2630;0.00;3352
2630;0.01;3352
2630;0.01;3332
2630;0.01;3368
2630;0.00;3332
2630;0.01;3328
2630;0.00;3332
2630;0.01;3420
2630;0.00;3408
2630;0.00;3336
2630;0.01;3416
2630;0.00;3332
2630;0.00;3244
2755;0.01;3372
2755;0.00;3372
2755;0.01;3364
2755;0.01;3392
2755;0.00;3412
2755;0.01;3200
2755;0.00;3320
2755;0.00;3360
2755;0.00;3344
2755;0.00;3344
2755;0.00;3336
2755;0.00;3200
2755;0.00;3252
2755;0.01;3252
2755;0.00;3336
2755;0.00;3336
2880;0.00;3296
2880;0.00;3376
2880;0.00;3384
2880;0.00;3356
2880;0.01;3204
2880;0.00;3360
2880;0.01;3380
2880;0.00;3376
2880;0.00;3380
2880;0.00;3364
2880;0.00;3340
2880;0.00;3340
2880;0.00;3260
2880;0.01;3432
2880;0.00;3432
2880;0.00;3424
3005;0.00;3392
3005;0.01;3256
3005;0.00;3356
3005;0.00;3212
3005;0.00;3256
3005;0.00;3384
3005;0.00;3336
3005;0.00;3356
3005;0.00;3400
3005;0.00;3208
3005;0.00;3352
3005;0.00;3440
3005;0.00;3424
3005;0.00;3384
3005;0.00;3216
3005;0.00;3256
3130;0.00;3412
3130;0.00;3436
3130;0.00;3360
3130;0.00;3316
3130;0.00;3364
3130;0.00;3396
3130;0.00;3372
3130;0.01;3360
3130;0.01;3360
3130;0.00;3432
3130;0.00;3360
3130;0.00;3276
3130;0.00;3360
3130;0.00;3268
3130;0.00;3380
3130;0.01;3364
3255;0.00;3404
3255;0.01;3372
3255;0.00;3368
3255;0.00;3456
3255;0.01;3368
3255;0.00;3404
3255;0.00;3404
3255;0.00;3272
3255;0.01;3368
3255;0.01;3400
3255;0.00;3272
3255;0.00;3400
3255;0.00;3404
3255;0.00;3424
3255;0.00;3368
3255;0.00;3352
3380;0.00;3404
3380;0.01;3296
3380;0.00;3380
3380;0.01;3392
3380;0.00;3364
3380;0.01;3392
3380;0.00;3428
3380;0.00;3452
3380;0.00;3416
3380;0.00;3416
3380;0.01;3428
3380;0.00;3324
3380;0.00;3412
3380;0.00;3284
3380;0.01;3292
3380;0.01;3328
3505;0.01;3464
3505;0.00;3392
3505;0.00;3388
3505;0.00;3400
3505;0.00;3416
3505;0.00;3336
3505;0.01;3416
3505;0.00;3460
3505;0.00;3420
3505;0.00;3400
3505;0.00;3388
3505;0.00;3300
3505;0.00;3384
3505;0.00;3472
3505;0.01;3364
3505;0.01;3420
3630;0.00;3372
3630;0.01;3424
3630;0.00;3428
3630;0.01;3420
3630;0.00;3480
3630;0.00;3412
3630;0.01;3444
3630;0.00;3296
3630;0.01;3396
3630;0.00;3428
3630;0.00;3388
3630;0.01;3296
3630;0.01;3296
3630;0.01;3480
3630;0.00;3296
3630;0.00;3312
3755;0.00;3384
3755;0.00;3412
3755;0.00;3420
3755;0.00;3356
3755;0.00;3420
3755;0.00;3416
3755;0.00;3308
3755;0.01;3384
3755;0.00;3352
3755;0.00;3444
3755;0.00;3480
3755;0.00;3380
3755;0.00;3300
3755;0.00;3436
3755;0.00;3436
3755;0.00;3400
3880;0.00;3412
3880;0.00;3440
3880;0.00;3268
3880;0.01;3360
3880;0.01;3460
3880;0.00;3408
3880;0.00;3392
3880;0.00;3428
3880;0.01;3408
3880;0.01;3360
3880;0.01;3408
3880;0.00;3420
3880;0.00;3484
3880;0.01;3440
3880;0.00;3428
3880;0.00;3408
4005;0.00;3456
4005;0.01;3452
4005;0.00;3332
4005;0.00;3448
4005;0.00;3504
4005;0.00;3468
4005;0.00;3504
4005;0.00;3416
4005;0.00;3464
4005;0.00;3276
4005;0.00;3368
4005;0.00;3452
4005;0.00;3492
4005;0.00;3492
4005;0.00;3420
4005;0.01;3436
4130;0.01;3328
4130;0.00;3252
4130;0.00;3208
4130;0.01;3292
4130;0.01;3292
4130;0.00;3328
4130;0.00;3336
4130;0.01;3280
4130;0.01;3336
4130;0.00;3328
4130;0.00;3200
4130;0.01;3276
4130;0.01;3196
4130;0.00;3296
4130;0.00;3252
4130;0.00;3328
4255;0.01;3296
4255;0.01;3352
4255;0.00;3212
4255;0.01;3332
4255;0.00;3296
4255;0.01;3352
4255;0.00;3316
4255;0.01;3336
4255;0.01;3300
4255;0.00;3204
4255;0.01;3336
4255;0.01;3280
4255;0.00;3340
4255;0.00;3340
4255;0.01;3296
4255;0.01;3336
4380;0.01;3300
4380;0.01;3324
4380;0.01;3256
4380;0.01;3304
4380;0.01;3208
4380;0.01;3300
4380;0.01;3320
4380;0.00;3392
4380;0.01;3220
4380;0.01;3340
4380;0.01;3220
4380;0.01;3336
4380;0.01;3252
4380;0.01;3220
4380;0.00;3256
4380;0.00;3320
4505;0.01;3328
4505;0.01;3304
4505;0.01;3344
4505;0.01;3308
4505;0.01;3168
4505;0.00;3296
4505;0.00;3312
4505;0.01;3172
4505;0.00;3340
4505;0.01;3340
4505;0.01;3264
4505;0.00;3312
4505;0.01;3400
4505;0.00;3384
4505;0.00;3264
4505;0.01;3324
4630;0.00;3316
4630;0.01;3396
4630;0.01;3260
4630;0.01;3312
4630;0.00;3364
4630;0.01;3228
4630;0.01;3332
4630;0.01;3356
4630;0.00;3384
4630;0.01;3400
4630;0.01;3264
4630;0.01;3400
4630;0.01;3404
4630;0.01;3344
4630;0.00;3328
4630;0.01;3260
4755;0.01;3352
4755;0.01;3348
4755;0.00;3392
4755;0.00;3352
4755;0.01;3392
4755;0.01;3268
4755;0.01;3312
4755;0.01;3368
4755;0.00;3364
4755;0.01;3404
4755;0.01;3352
4755;0.01;3176
4755;0.00;3268
4755;0.01;3316
4755;0.01;3296
4755;0.01;3356
4880;0.00;3356
4880;0.01;3320
4880;0.01;3320
4880;0.00;3320
4880;0.00;3408
4880;0.01;3344
4880;0.01;3304
4880;0.01;3324
4880;0.00;3352
4880;0.00;3352
4880;0.00;3352
4880;0.01;3180
4880;0.01;3324
4880;0.01;3356
4880;0.01;3320
4880;0.00;3352
5005;0.01;3400
5005;0.01;3400
5005;0.01;3228
5005;0.01;3360
5005;0.00;3320
5005;0.00;3396
5005;0.01;3276
5005;0.00;3400
5005;0.01;3376
5005;0.01;3320
5005;0.01;3356
5005;0.00;3184
5005;0.00;3180
5005;0.00;3184
5005;0.01;3372
5005;0.01;3240
5130;0.01;3328
5130;0.01;3344
5130;0.01;3312
5130;0.00;3404
5130;0.01;3372
5130;0.01;3368
5130;0.00;3276
5130;0.01;3400
5130;0.01;3404
5130;0.01;3228
5130;0.01;3340
5130;0.01;3328
5130;0.00;3364
5130;0.01;3404
5130;0.01;3280
5130;0.00;3308
5255;0.01;3328
5255;0.01;3420
5255;0.01;3384
5255;0.01;3316
5255;0.02;3328
5255;0.01;3384
5255;0.01;3332
5255;0.01;3248
5255;0.00;3420
5255;0.01;3384
5255;0.01;3384
5255;0.01;3332
5255;0.01;3352
5255;0.01;3404
5255;0.01;3356
5255;0.01;3232
5380;0.01;3376
5380;0.02;3284
5380;0.01;3332
5380;0.01;3348
5380;0.01;3416
5380;0.01;3420
5380;0.00;3332
5380;0.00;3372
5380;0.00;3376
5380;0.00;3252
5380;0.00;3240
5380;0.00;3236
5380;0.01;3316
5380;0.01;3420
5380;0.01;3352
5380;0.01;3352
5505;0.00;3196
5505;0.01;3352
5505;0.01;3196
5505;0.01;3316
5505;0.01;3372
5505;0.01;3336
5505;0.01;3356
5505;0.01;3352
5505;0.01;3252
5505;0.01;3196
5505;0.01;3352
5505;0.01;3336
5505;0.02;3332
5505;0.00;3412
5505;0.01;3356
5505;0.01;3340
5630;0.01;3384
5630;0.00;3432
5630;0.01;3260
5630;0.01;3340
5630;0.01;3344
5630;0.01;3204
5630;0.01;3344
5630;0.01;3412
5630;0.01;3368
5630;0.01;3364
5630;0.01;3324
5630;0.00;3292
5630;0.01;3336
5630;0.01;3356
5630;0.01;3372
5630;0.01;3392
5755;0.01;3328
5755;0.01;3380
5755;0.01;3436
5755;0.01;3256
5755;0.01;3348
5755;0.01;3428
5755;0.01;3348
5755;0.00;3344
5755;0.01;3376
