0.0, 2.08423336513, 2.09291024824, 0.0, 2.08387992682
0.1, 2.29108388328, 2.17893088969, 0.5, 2.5479743578
0.2, 2.34420248383, 2.26239536578, 1.0, 2.6664451664
0.3, 2.59063252702, 2.34267627751, 1.5, 2.87674529177
0.4, 2.32564679024, 2.41915197346, 2.0, 2.86057687784
0.5, 2.48631170111, 2.49121462328, 2.5, 2.37464065638
0.6, 2.40426503936, 2.55827829271, 3.0, 2.1692067659
0.7, 2.85512852174, 2.61978686644, 3.5, 1.52387297813
0.8, 2.61658554792, 2.67522166619, 4.0, 1.19383424871
0.9, 2.92852157598, 2.72410861715, 4.5, 1.16400752756
1.0, 2.66808900524, 2.76602482501, 5.0, 0.893902575509
1.1, 2.59226758122, 2.80060444002, 5.5, 1.36445792235
1.2, 3.15026097625, 2.82754370147, 6.0, 1.51577490353
1.3, 2.73339993865, 2.84660507641, 6.5, 2.02919469952
1.4, 2.87918300217, 2.85762042976, 7.0, 2.62507069277
1.5, 3.03928624915, 2.86049318731, 7.5, 3.2341936332
1.6, 2.90934748738, 2.85519947943, 8.0, 2.76393518435
1.7, 2.93496414888, 2.84178827873, 8.5, 2.81368153871
1.8, 3.32007590062, 2.82038057045, 9.0, 2.20971984875
1.9, 3.22110224465, 2.79116761753, 9.5, 1.52644839724
2.0, 2.85823863681, 2.75440840334, 10.0, 1.59026733184
2.1, 2.66719103199, 2.71042635236, 10.5, 0.751675151227
2.2, 2.92925986278, 2.65960544275
2.3, 2.41426841721, 2.60238583355
2.4, 2.59582472552, 2.53925913313
2.5, 2.2223374807, 2.47076343451
2.6, 2.86305608592, 2.39747823684
2.7, 2.22655376552, 2.32001936115
2.8, 2.36960729926, 2.23903395316
2.9, 2.41854465551, 2.15519564655
3.0, 2.01360550617, 2.06919993807
3.1, 1.92631468043, 1.98175980164
3.2, 1.74575386977, 1.89360154378
3.3, 1.64032470828, 1.80546087803
3.4, 1.86394490454, 1.7180791728
3.5, 1.4691666394, 1.6321998071
3.6, 1.32152078884, 1.54856455128
3.7, 1.66354795864, 1.46790987878
3.8, 1.23912753256, 1.39096310808
3.9, 1.35153868624, 1.31843827398
4.0, 1.2338446467, 1.25103163394
4.1, 0.663476302349, 1.18941672769
4.2, 1.10624303525, 1.1342389278
4.3, 1.29045656199, 1.08610944403
4.4, 1.17587788689, 1.04559877413
4.5, 0.858146996975, 1.01322962804
4.6, 0.913806786895, 0.989469389307
4.7, 1.18294624384, 0.974722215336
4.8, 1.16291808856, 0.96932091608
4.9, 0.852252222369, 0.973518786265
5.0, 0.935639890078, 0.987481598321
5.1, 1.43421854764, 1.01127998987
5.2, 1.10090719748, 1.04488249948
5.3, 1.14344141612, 1.08814951636
5.4, 1.12649235518, 1.14082841221
5.5, 1.21163243335, 1.20255011661
5.6, 1.57662889682, 1.27282738006
5.7, 1.28480845872, 1.35105494113
5.8, 1.56595416151, 1.43651177752
5.9, 1.54410305304, 1.52836557422
6.0, 1.92380987199, 1.62567948835
6.1, 1.83564490243, 1.72742123
6.2, 1.93591266024, 1.83247441361
6.3, 1.97247786761, 1.93965206735
6.4, 1.87492254054, 2.0477121206
6.5, 2.31230021799, 2.15537462441
6.6, 2.30019552076, 2.2613403986
6.7, 2.39896098901, 2.36431074522
6.8, 2.16390241118, 2.46300782201
6.9, 2.68811010722, 2.55619523449
7.0, 2.50056652659, 2.64269838206
7.1, 2.93349386298, 2.72142408307
7.2, 2.68116577741, 2.79137900774
7.3, 2.92149749549, 2.85168646523
7.4, 3.01034928186, 2.90160112272
7.5, 2.97693192222, 2.94052127877
7.6, 2.8963853352, 2.96799836982
7.7, 3.05388075684, 2.98374345557
7.8, 2.96593431315, 2.98763050394
7.9, 3.4561842396, 2.97969637833
8.0, 2.91774828735, 2.96013751436
8.1, 2.85098616238, 2.92930336023
8.2, 3.05049569057, 2.88768673924
8.3, 2.94668575301, 2.83591137349
8.4, 2.91503513488, 2.77471688223
8.5, 2.86610260176, 2.70494163288
8.6, 2.55268223864, 2.62750387718
8.7, 2.64801556066, 2.54338164667
8.8, 2.5377523095, 2.45359190955
8.9, 2.491017611, 2.35916950472
9.0, 2.28468830597, 2.26114636737
9.1, 2.74608659317, 2.16053154523
9.2, 2.45558123359, 2.05829247441
9.3, 2.22542963049, 1.95533794208
9.4, 1.82381193643, 1.8525031089
9.5, 2.21444260533, 1.75053690133
9.6, 1.83859013341, 1.65009201325
9.7, 1.48673766094, 1.55171768031
9.8, 2.0376909711, 1.45585531213
9.9, 1.4211629184, 1.36283698833
10.0, 1.51972025954, 1.27288674761
10.1, 1.32384091168, 1.1861245262
10.2, 1.33504840015, 1.10257253568
10.3, 1.25876787729, 1.02216381184
10.4, 1.04473936815, 0.944752617363
10.5, 0.992540733967, 0.870126342829
10.6, 1.08028160408, 0.798018524155
10.7, 1.0410970486, 0.728122579231
10.8, 1.13591397565, 0.660105863659
10.9, 0.982490670378, 0.593623653706
